station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,week,weekday,quarter,holiday,blackfriday
20,2014-01-23,47.0,26.0,37.0,2.5636009139826785,8.0,27.0,28.0,0.0,,, ,0.0,0.0,29.82,30.5,14.7,2.0,15.6,2014,1,23,4,3,1,,
1,2014-01-24,18.0,5.0,12.0,2.321784694479306,-7.0,8.0,53.0,0.0,,, ,0.12222222222222225,0.0,30.01,30.18,7.9,26.0,9.5,2014,1,24,4,4,1,,
2,2014-01-24,12.0,1.0,7.0,0.2972595881062237,-6.0,4.0,58.0,0.0,,, ,0.0,0.0,29.0,30.16,11.4,26.0,13.0,2014,1,24,4,4,1,,
3,2014-01-24,42.0,5.0,24.0,1.3274179717879904,0.0,20.0,41.0,0.0,,, ,0.0,0.0,29.59,30.42,10.4,20.0,10.5,2014,1,24,4,4,1,,
4,2014-01-24,40.0,26.0,33.0,3.96613451971905,17.0,28.0,32.0,0.0,,,UP,0.1,0.05,29.82,30.59,2.9,34.0,4.8,2014,1,24,4,4,1,,
5,2014-01-24,36.16666666666666,12.5,24.722222222222218,2.321784694479306,-5.0,20.166666666666668,40.27777777777778,0.0,,, ,0.12222222222222225,0.015555555555555557,29.382222222222218,30.18,11.1,26.0,10.294444444444443,2014,1,24,4,4,1,,
6,2014-01-24,37.0,24.0,31.0,3.837069168213259,19.0,27.0,34.0,0.0,,,FZRA PL,0.0,0.05,29.99,30.58,6.2,35.0,8.1,2014,1,24,4,4,1,,
7,2014-01-24,45.0,4.0,25.0,2.321784694479306,4.0,21.0,40.0,0.0,,, ,0.0,0.0,28.92,30.43,15.0,21.0,15.0,2014,1,24,4,4,1,,
8,2014-01-24,35.0,28.0,32.0,2.321784694479306,25.0,29.0,33.0,0.0,,,UP,0.0,0.0,30.21,30.323888888888888,5.2,36.0,6.1,2014,1,24,4,4,1,,
9,2014-01-24,34.0,-5.0,15.0,2.321784694479306,14.0,20.0,50.0,0.0,,,SN BR UP,0.0,0.04,28.87,29.73,8.2,27.0,11.8,2014,1,24,4,4,1,,
10,2014-01-24,46.0,37.0,42.0,2.321784694479306,17.0,33.0,23.0,0.0,,, ,0.12222222222222225,0.0,30.42,30.44,9.7,1.0,11.9,2014,1,24,4,4,1,,
11,2014-01-24,45.0,34.0,40.0,6.0839532827100875,19.0,32.0,25.0,0.0,,, ,0.0,0.0,30.42,30.45,6.2,2.0,8.1,2014,1,24,4,4,1,,
12,2014-01-24,44.0,37.0,41.0,2.321784694479306,20.0,33.0,24.0,0.0,,, ,0.0,0.0,30.4,30.45,7.5,1.0,8.8,2014,1,24,4,4,1,,
13,2014-01-24,57.0,18.0,38.0,2.321784694479306,8.0,28.0,27.0,0.0,,, ,0.12222222222222225,0.0,24.36,30.28,5.9,25.0,8.6,2014,1,24,4,4,1,,
14,2014-01-24,45.0,4.0,25.0,2.588591647212372,4.0,21.0,40.0,0.0,,, ,0.0,0.0,28.92,30.43,13.5,21.0,13.7,2014,1,24,4,4,1,,
15,2014-01-24,14.0,-1.0,7.0,0.7625909379706943,-7.0,4.0,58.0,0.0,,, ,0.0,0.0,29.76,30.15,6.8,30.0,10.0,2014,1,24,4,4,1,,
16,2014-01-24,17.0,5.0,11.0,2.321784694479306,-5.0,8.0,54.0,0.0,,, ,0.12222222222222225,0.0,30.04,30.16,8.6,27.0,10.2,2014,1,24,4,4,1,,
17,2014-01-24,43.0,2.0,23.0,2.321784694479306,2.0,19.0,42.0,0.0,,, ,0.0,0.0,29.66,30.44,7.6,21.0,7.7,2014,1,24,4,4,1,,
18,2014-01-24,41.0,17.0,29.0,4.578477544212302,3.0,23.0,36.0,0.0,,, ,0.0,0.0,29.96,30.54,2.0,28.0,6.5,2014,1,24,4,4,1,,
19,2014-01-24,28.0,-7.0,11.0,-2.5454324096182273,3.0,10.0,54.0,0.0,,,SN BR BLSN,1.0,0.04,29.0,29.88,20.1,23.0,20.3,2014,1,24,4,4,1,,
20,2014-01-24,43.0,19.0,31.0,2.321784694479306,4.0,24.0,34.0,0.0,,, ,0.0,0.0,29.74,30.52,3.4,31.0,6.8,2014,1,24,4,4,1,,
1,2014-01-25,37.0,14.0,26.0,2.2282501925151803,12.0,22.0,39.0,0.0,,,SN UP,0.2222222222222222,0.0,29.52,29.62,10.6,21.0,11.2,2014,1,25,4,5,1,,
2,2014-01-25,30.0,9.0,20.0,0.5414395542603465,11.0,18.0,45.0,0.0,,,SN BR,1.1,0.03,28.54,29.6,17.0,22.0,17.6,2014,1,25,4,5,1,,
3,2014-01-25,65.0,34.0,50.0,1.3254317361602364,22.0,37.0,15.0,0.0,,, ,0.0,0.0,29.26,30.03,4.9,32.0,8.1,2014,1,25,4,5,1,,
4,2014-01-25,70.0,26.0,48.0,3.591976965524283,28.0,38.0,17.0,0.0,,, ,0.0,0.0,29.41,30.2,0.8,27.0,1.3,2014,1,25,4,5,1,,
5,2014-01-25,53.944444444444436,24.11111111111111,39.333333333333336,2.2282501925151803,16.0,31.33333333333333,25.66666666666667,0.0,,, ,0.2222222222222222,0.011111111111111113,29.06333333333333,29.64,20.4,20.0,8.53888888888889,2014,1,25,4,5,1,,
6,2014-01-25,68.0,19.0,44.0,3.693368254055752,29.0,37.0,21.0,0.0,,, ,0.0,0.0,29.59,30.2,2.6,21.0,3.0,2014,1,25,4,5,1,,
7,2014-01-25,67.0,35.0,51.0,2.2282501925151803,22.0,38.0,14.0,0.0,,, ,0.0,0.0,28.64,30.07,4.3,30.0,7.5,2014,1,25,4,5,1,,
8,2014-01-25,65.0,28.0,47.0,2.2282501925151803,32.0,39.0,18.0,0.0,,, ,0.0,0.0,29.82,29.95555555555556,3.0,22.0,3.2,2014,1,25,4,5,1,,
9,2014-01-25,24.0,3.0,14.0,2.2282501925151803,-6.0,4.0,51.0,0.0,,,SN BR UP BLSN,0.0,0.03,29.02,29.84,13.7,30.0,16.2,2014,1,25,4,5,1,,
10,2014-01-25,61.0,40.0,51.0,2.2282501925151803,38.0,45.0,14.0,0.0,,,RA,0.2222222222222222,0.0,30.13,30.12,7.9,24.0,8.2,2014,1,25,4,5,1,,
11,2014-01-25,60.0,36.0,48.0,5.834809097781844,39.0,43.0,17.0,0.0,,,RA,0.0,0.0,30.11,30.12,7.6,24.0,7.9,2014,1,25,4,5,1,,
12,2014-01-25,61.0,39.0,50.0,2.2282501925151803,38.0,45.0,15.0,0.0,,,RA,0.0,0.0,30.11,30.12,7.4,25.0,7.6,2014,1,25,4,5,1,,
13,2014-01-25,60.0,27.0,44.0,2.2282501925151803,17.0,33.0,21.0,0.0,,, ,0.2222222222222222,0.0,24.23,30.04,2.2,24.0,9.4,2014,1,25,4,5,1,,
14,2014-01-25,67.0,34.0,51.0,2.4618687100292003,24.0,39.0,14.0,0.0,,, ,0.0,0.0,28.63,30.06,4.4,32.0,7.1,2014,1,25,4,5,1,,
15,2014-01-25,32.0,9.0,21.0,1.4378887958182869,10.0,18.0,44.0,0.0,,,SN BR,0.4,0.03,29.28,29.6,5.9,19.0,7.8,2014,1,25,4,5,1,,
16,2014-01-25,37.0,15.0,26.0,2.2282501925151803,15.0,24.0,39.0,0.0,,,SN,0.2222222222222222,0.0,29.57,29.61,13.2,21.0,14.1,2014,1,25,4,5,1,,
17,2014-01-25,67.0,27.0,47.0,2.2282501925151803,24.0,36.0,18.0,0.0,,, ,0.0,0.0,29.33,30.06,2.6,33.0,4.3,2014,1,25,4,5,1,,
18,2014-01-25,67.0,29.0,48.0,3.8765184413765668,23.0,37.0,17.0,0.0,,, ,0.0,0.0,29.54,30.12,1.3,23.0,2.6,2014,1,25,4,5,1,,
19,2014-01-25,30.0,5.0,18.0,-2.7090498223698933,0.0,11.0,47.0,0.0,,,SN BR BLSN,0.5,0.04,28.9,29.69,14.5,30.0,15.0,2014,1,25,4,5,1,,
20,2014-01-25,68.0,33.0,51.0,2.2282501925151803,23.0,39.0,14.0,0.0,,, ,0.0,0.0,29.33,30.1,2.5,26.0,4.8,2014,1,25,4,5,1,,
1,2014-01-26,25.0,14.0,20.0,2.01100645454996,0.0,15.0,45.0,0.0,,,UP,0.4777777777777778,0.0,29.48,29.71,11.6,25.0,13.1,2014,1,26,4,6,1,,
2,2014-01-26,19.0,8.0,14.0,0.08095731884885192,0.0,11.0,51.0,0.0,,,SN,0.0,0.0,28.51,29.7,13.7,25.0,15.0,2014,1,26,4,6,1,,
3,2014-01-26,69.0,36.0,53.0,1.4095594574214223,26.0,40.0,12.0,0.0,,, ,0.0,0.0,29.1,29.79,1.8,34.0,8.3,2014,1,26,4,6,1,,
4,2014-01-26,76.0,43.0,60.0,3.334715245206461,39.0,49.0,5.0,0.0,,, ,0.0,0.0,29.12,29.85,1.5,20.0,3.4,2014,1,26,4,6,1,,
5,2014-01-26,52.83333333333334,26.722222222222218,40.055555555555564,2.01100645454996,2.0,32.55555555555556,24.944444444444446,0.0,,, ,0.4777777777777778,0.014444444444444447,28.908888888888878,29.72,13.4,25.0,8.600000000000001,2014,1,26,4,6,1,,
6,2014-01-26,73.0,37.0,55.0,3.386412743730225,38.0,46.0,10.0,0.0,,, ,0.0,0.0,29.29,29.85,8.2,20.0,8.2,2014,1,26,4,6,1,,
7,2014-01-26,68.0,34.0,51.0,2.01100645454996,25.0,39.0,14.0,0.0,,,HZ,0.0,0.0,28.46,29.81,3.7,34.0,9.1,2014,1,26,4,6,1,,
8,2014-01-26,73.0,41.0,57.0,2.01100645454996,43.0,50.0,8.0,0.0,,, ,0.0,0.0,29.5,29.820329299780674,6.9,19.0,7.4,2014,1,26,4,6,1,,
9,2014-01-26,18.0,-6.0,6.0,2.01100645454996,-1.0,5.0,59.0,0.0,,,SN BR HZ BLSN,0.0,0.03,28.9,29.64,13.6,30.0,16.8,2014,1,26,4,6,1,,
10,2014-01-26,61.0,44.0,53.0,2.01100645454996,44.0,49.0,12.0,0.0,,,BR,0.4777777777777778,0.0,30.0,30.02,0.9,19.0,2.6,2014,1,26,4,6,1,,
11,2014-01-26,61.0,36.0,49.0,5.68029090142883,42.0,45.0,16.0,0.0,,,FG+ BR,0.0,0.0,29.99,30.03,1.2,24.0,2.0,2014,1,26,4,6,1,,
12,2014-01-26,62.0,40.0,51.0,2.01100645454996,44.0,48.0,14.0,0.0,,,BR,0.0,0.0,29.99,30.03,0.2,28.0,2.4,2014,1,26,4,6,1,,
13,2014-01-26,57.0,16.0,37.0,2.01100645454996,14.0,28.0,28.0,0.0,,,SN BR,0.4777777777777778,0.0,24.14,29.92,5.5,35.0,11.8,2014,1,26,4,6,1,,
14,2014-01-26,68.0,31.0,50.0,2.5292804291026543,27.0,40.0,15.0,0.0,,, ,0.0,0.0,28.43,30.145927396052155,4.4,35.0,9.2,2014,1,26,4,6,1,,
15,2014-01-26,22.0,8.0,15.0,0.5455934862912786,-2.0,12.0,50.0,0.0,,,HZ,0.0,0.0,29.23,29.67,9.4,26.0,11.8,2014,1,26,4,6,1,,
16,2014-01-26,26.0,14.0,20.0,2.01100645454996,1.0,15.0,45.0,0.0,,, ,0.4777777777777778,0.0,29.52,29.69,10.4,26.0,11.9,2014,1,26,4,6,1,,
17,2014-01-26,71.0,29.0,50.0,2.01100645454996,27.0,39.0,15.0,0.0,,, ,0.0,0.0,29.15,29.82,3.3,36.0,4.3,2014,1,26,4,6,1,,
18,2014-01-26,74.0,46.0,60.0,3.5921636031193884,33.0,45.0,5.0,0.0,,, ,0.0,0.0,29.24,29.79,6.0,15.0,7.2,2014,1,26,4,6,1,,
19,2014-01-26,26.0,5.0,16.0,-2.4599150941994674,8.0,13.0,49.0,0.0,,,SN BR BLSN,4.3,0.13,28.77,29.52,7.9,26.0,11.5,2014,1,26,4,6,1,,
20,2014-01-26,75.0,46.0,61.0,2.01100645454996,33.0,47.0,4.0,0.0,,, ,0.0,0.0,29.04,29.78,4.9,17.0,6.2,2014,1,26,4,6,1,,
1,2014-01-27,44.0,19.0,32.0,2.3728127338740896,13.0,24.0,33.0,0.0,,,RA,0.0,0.02,29.55,29.74,7.0,26.0,8.6,2014,1,27,5,0,1,,
2,2014-01-27,39.0,14.0,27.0,0.4494726727374614,15.0,22.0,38.0,0.0,,,RA,0.0,0.02,28.58,29.73,11.3,25.0,14.6,2014,1,27,5,0,1,,
3,2014-01-27,37.0,18.0,28.0,1.5655837005237574,-4.0,16.0,37.0,0.0,,, ,0.0,0.0,29.68,30.39,16.9,1.0,17.1,2014,1,27,5,0,1,,
4,2014-01-27,60.0,34.0,47.0,3.637392004068437,23.0,38.0,18.0,0.0,,,RA,0.0,0.02,29.42,30.09,8.7,36.0,9.1,2014,1,27,5,0,1,,
5,2014-01-27,43.16666666666666,21.83333333333333,32.77777777777778,2.3728127338740896,20.0,25.444444444444446,32.22222222222222,0.0,,, ,0.0,0.006666666666666667,29.206111111111113,29.74,12.5,23.0,12.35,2014,1,27,5,0,1,,
6,2014-01-27,52.0,33.0,43.0,4.035041486909602,23.0,36.0,22.0,0.0,,,RA,0.0,0.01,29.58,30.08,15.1,1.0,15.8,2014,1,27,5,0,1,,
7,2014-01-27,37.0,17.0,27.0,2.3728127338740896,-5.0,16.0,38.0,0.0,,, ,0.0,0.0,28.98,30.36,19.4,1.0,19.5,2014,1,27,5,0,1,,
8,2014-01-27,58.0,38.0,48.0,2.3728127338740896,30.0,40.0,17.0,0.0,,,RA DZ FG+ FG BR,0.0,0.0,29.67,30.090555555555554,10.3,36.0,10.0,2014,1,27,5,0,1,,
9,2014-01-27,-6.0,-15.0,-10.0,2.3728127338740896,-19.0,-10.0,75.0,0.0,,, ,0.0,0.0,29.61,30.39,12.9,29.0,13.3,2014,1,27,5,0,1,,
10,2014-01-27,75.0,51.0,63.0,2.3728127338740896,51.0,56.0,2.0,0.0,,, ,0.0,0.0,29.94,29.97,4.2,24.0,5.1,2014,1,27,5,0,1,,
11,2014-01-27,74.0,42.0,58.0,5.873752126867443,50.0,54.0,7.0,0.0,,, ,0.0,0.0,29.93,29.97,4.3,25.0,4.6,2014,1,27,5,0,1,,
12,2014-01-27,75.0,48.0,62.0,2.3728127338740896,50.0,56.0,3.0,0.0,,, ,0.0,0.0,29.93,29.97,4.2,25.0,4.6,2014,1,27,5,0,1,,
13,2014-01-27,20.0,13.0,17.0,2.3728127338740896,10.0,14.0,48.0,0.0,,,SN BR,0.0,0.02,24.24,30.21,1.4,4.0,8.0,2014,1,27,5,0,1,,
14,2014-01-27,40.0,19.0,30.0,2.9190316303921287,-3.0,18.0,35.0,0.0,,, ,0.0,0.0,28.95,30.34,18.7,1.0,18.8,2014,1,27,5,0,1,,
15,2014-01-27,38.0,16.0,27.0,0.9898877413483441,9.0,19.0,38.0,0.0,,,BR UP,0.0,0.01,29.31,29.72,5.9,28.0,9.1,2014,1,27,5,0,1,,
16,2014-01-27,45.0,20.0,33.0,2.3728127338740896,18.0,27.0,32.0,0.0,,,RA,0.0,0.02,29.58,29.7,6.7,25.0,10.2,2014,1,27,5,0,1,,
17,2014-01-27,39.0,21.0,30.0,2.3728127338740896,-3.0,18.0,35.0,0.0,,, ,0.0,0.0,29.75,30.41,13.4,1.0,13.5,2014,1,27,5,0,1,,
18,2014-01-27,51.0,25.0,38.0,3.7881637069141334,3.0,28.0,27.0,0.0,,,BLDU,0.0,0.0,29.72,30.19,17.0,1.0,17.3,2014,1,27,5,0,1,,
19,2014-01-27,6.0,-8.0,-1.0,-1.9030104648945017,-14.0,-3.0,66.0,0.0,,, ,0.0,0.0,29.47,30.21,16.7,29.0,17.0,2014,1,27,5,0,1,,
20,2014-01-27,51.0,26.0,39.0,2.3728127338740896,5.0,29.0,26.0,0.0,,, ,0.0,0.0,29.49,30.16,15.7,1.0,16.1,2014,1,27,5,0,1,,
1,2014-01-28,20.0,11.0,16.0,2.1147686939403005,-6.0,12.0,49.0,0.0,,, ,0.04444444444444445,0.0,30.02,30.22,9.8,26.0,10.3,2014,1,28,5,1,1,,
2,2014-01-28,14.0,5.0,10.0,0.5979013809213072,-8.0,7.0,55.0,0.0,,, ,0.0,0.0,29.02,30.2,10.1,27.0,10.7,2014,1,28,5,1,1,,
3,2014-01-28,31.0,13.0,22.0,1.1349575774527538,-1.0,17.0,43.0,0.0,,,SN,0.0,0.0,29.71,30.47,4.0,34.0,6.9,2014,1,28,5,1,1,,
4,2014-01-28,39.0,27.0,33.0,3.3389319713344583,14.0,28.0,32.0,0.0,,,RA FZRA UP,0.0,0.05,29.68,30.38,5.6,36.0,6.4,2014,1,28,5,1,1,,
5,2014-01-28,30.944444444444446,15.611111111111109,23.61111111111111,2.1147686939403005,-6.0,20.33333333333333,41.388888888888886,0.0,,, ,0.04444444444444445,0.03,29.370555555555555,30.22,11.6,28.0,8.622222222222222,2014,1,28,5,1,1,,
6,2014-01-28,37.0,25.0,31.0,3.5690967311920367,17.0,27.0,34.0,0.0,,,FZRA PL,0.0,0.04,29.85,30.37,14.0,36.0,14.1,2014,1,28,5,1,1,,
7,2014-01-28,29.0,13.0,21.0,2.1147686939403005,6.0,16.0,44.0,0.0,,,SN,0.0,0.0,29.03,30.47,3.0,1.0,7.8,2014,1,28,5,1,1,,
8,2014-01-28,38.0,29.0,34.0,2.1147686939403005,18.0,29.0,31.0,0.0,,,UP,0.0,0.0,29.98,30.293888888888887,10.1,36.0,10.4,2014,1,28,5,1,1,,
9,2014-01-28,0.0,-15.0,-7.0,2.1147686939403005,-15.0,-7.0,72.0,0.0,,, ,0.0,0.0,29.47,30.32,7.2,27.0,7.2,2014,1,28,5,1,1,,
10,2014-01-28,62.0,43.0,53.0,2.1147686939403005,51.0,53.0,12.0,0.0,,,RA BR,0.04444444444444445,0.16,29.99,30.03,8.5,1.0,9.8,2014,1,28,5,1,1,,
11,2014-01-28,57.0,40.0,49.0,5.367755385059122,50.0,50.0,16.0,0.0,,,RA BR,0.0,0.17,29.99,30.04,6.8,3.0,8.0,2014,1,28,5,1,1,,
12,2014-01-28,62.0,40.0,51.0,2.1147686939403005,50.0,52.0,14.0,0.0,,,RA BR,0.0,0.16,29.98,30.04,7.2,2.0,8.2,2014,1,28,5,1,1,,
13,2014-01-28,32.0,1.0,17.0,2.1147686939403005,3.0,13.0,48.0,0.0,,,SN BR,0.04444444444444445,0.0,24.25,30.29,2.6,20.0,6.2,2014,1,28,5,1,1,,
14,2014-01-28,31.0,14.0,23.0,2.2950011922132547,6.0,17.0,42.0,0.0,,,SN,0.4,0.01,29.01,30.45,4.8,1.0,7.7,2014,1,28,5,1,1,,
15,2014-01-28,16.0,1.0,9.0,1.0881548284419074,-6.0,8.0,56.0,0.0,,, ,0.0,0.0,29.77,30.2,5.2,27.0,6.3,2014,1,28,5,1,1,,
16,2014-01-28,20.0,11.0,16.0,2.1147686939403005,-5.0,12.0,49.0,0.0,,, ,0.04444444444444445,0.0,30.05,30.2,9.2,28.0,9.8,2014,1,28,5,1,1,,
17,2014-01-28,33.0,18.0,26.0,2.1147686939403005,1.0,19.0,39.0,0.0,,, ,0.0,0.0,29.77,30.49,3.0,1.0,4.3,2014,1,28,5,1,1,,
18,2014-01-28,36.0,23.0,30.0,3.926229252525435,5.0,23.0,35.0,0.0,,, ,0.0,0.0,29.91,30.42,9.1,2.0,9.5,2014,1,28,5,1,1,,
19,2014-01-28,2.0,-12.0,-5.0,-2.2851100736775734,-13.0,-4.0,70.0,0.0,,, ,0.0,0.0,29.49,30.31,12.5,26.0,12.9,2014,1,28,5,1,1,,
20,2014-01-28,36.0,23.0,30.0,2.1147686939403005,6.0,23.0,35.0,0.0,,, ,0.0,0.0,29.68,30.39,8.8,36.0,9.1,2014,1,28,5,1,1,,
1,2014-01-29,25.0,14.0,20.0,1.9045986534388768,-4.0,15.0,45.0,0.0,,, ,0.0,0.0,29.93,30.11,8.0,26.0,8.4,2014,1,29,5,2,1,,
2,2014-01-29,20.0,9.0,15.0,0.7182209456293966,-4.0,10.0,50.0,0.0,,,SN,0.0,0.0,28.93,30.09,9.4,27.0,9.6,2014,1,29,5,2,1,,
3,2014-01-29,46.0,16.0,31.0,0.8716079690788494,6.0,24.0,34.0,0.0,,, ,0.0,0.0,29.47,30.26,12.2,18.0,12.4,2014,1,29,5,2,1,,
4,2014-01-29,49.0,27.0,38.0,3.4590425384583936,13.0,29.0,27.0,0.0,,, ,0.0,0.0,29.65,30.4,3.1,16.0,4.7,2014,1,29,5,2,1,,
5,2014-01-29,39.22222222222222,15.888888888888891,27.722222222222218,1.9045986534388768,0.0,22.66666666666667,37.27777777777778,0.0,,, ,0.0,0.08222222222222222,29.253888888888888,30.11,8.1,27.0,9.333333333333334,2014,1,29,5,2,1,,
6,2014-01-29,47.0,21.0,34.0,3.589310757487163,16.0,27.0,31.0,0.0,,, ,0.0,0.0,29.83,30.4,3.9,17.0,5.1,2014,1,29,5,2,1,,
7,2014-01-29,48.0,14.0,31.0,1.9045986534388768,5.0,24.0,34.0,0.0,,, ,0.0,0.0,28.76,30.23,15.9,20.0,16.3,2014,1,29,5,2,1,,
8,2014-01-29,47.0,27.0,37.0,1.9045986534388768,17.0,30.0,28.0,0.0,,, ,0.0,0.0,30.04,30.18333333333333,2.6,14.0,3.8,2014,1,29,5,2,1,,
9,2014-01-29,30.0,-11.0,10.0,1.9045986534388768,1.0,8.0,55.0,0.0,,, ,0.0,0.0,29.02,29.9,6.2,15.0,6.4,2014,1,29,5,2,1,,
10,2014-01-29,44.0,36.0,40.0,1.9045986534388768,34.0,37.0,25.0,0.0,,,RA BR,0.0,0.31,30.15,30.2,15.4,36.0,16.0,2014,1,29,5,2,1,,
11,2014-01-29,41.0,33.0,37.0,4.664770014784935,33.0,35.0,28.0,0.0,,,RA BR,0.0,0.74,30.16,30.22,8.8,36.0,9.2,2014,1,29,5,2,1,,
12,2014-01-29,42.0,35.0,39.0,1.9045986534388768,34.0,36.0,26.0,0.0,,,RA BR,0.0,0.48,30.14,30.21,10.7,36.0,10.8,2014,1,29,5,2,1,,
13,2014-01-29,50.0,18.0,34.0,1.9045986534388768,15.0,29.0,31.0,0.0,,, ,0.0,0.0,23.96,29.81,4.7,18.0,6.6,2014,1,29,5,2,1,,
14,2014-01-29,50.0,12.0,31.0,1.7529518030895488,6.0,24.0,34.0,0.0,,, ,0.0,0.0,28.75,30.23,12.9,19.0,13.3,2014,1,29,5,2,1,,
15,2014-01-29,22.0,4.0,13.0,1.5708960896474302,-3.0,11.0,52.0,0.0,,, ,0.0,0.0,29.69,30.09,4.9,26.0,5.6,2014,1,29,5,2,1,,
16,2014-01-29,26.0,15.0,21.0,1.9045986534388768,-3.0,15.0,44.0,0.0,,, ,0.0,0.0,29.96,30.08,8.5,27.0,8.9,2014,1,29,5,2,1,,
17,2014-01-29,49.0,11.0,30.0,1.9045986534388768,8.0,24.0,35.0,0.0,,, ,0.0,0.0,29.54,30.28,7.5,19.0,7.6,2014,1,29,5,2,1,,
18,2014-01-29,47.0,19.0,33.0,3.4096233283951944,10.0,26.0,32.0,0.0,,, ,0.0,0.0,29.78,30.35,7.4,18.0,7.9,2014,1,29,5,2,1,,
19,2014-01-29,22.0,-2.0,10.0,-2.8950355656210176,-2.0,8.0,55.0,0.0,,, ,0.0,0.0,29.28,30.11,11.6,23.0,12.6,2014,1,29,5,2,1,,
20,2014-01-29,48.0,15.0,32.0,1.9045986534388768,9.0,26.0,33.0,0.0,,, ,0.0,0.0,29.57,30.33,4.9,18.0,6.6,2014,1,29,5,2,1,,
1,2014-01-30,30.0,13.0,22.0,1.834329528969415,2.0,16.0,43.0,0.0,,, ,0.03333333333333333,0.0,30.15,30.33,6.2,22.0,6.9,2014,1,30,5,3,1,,
2,2014-01-30,25.0,4.0,15.0,0.27043842503201354,0.0,13.0,50.0,0.0,,, ,0.0,0.0,29.14,30.3,8.5,23.0,9.2,2014,1,30,5,3,1,,
3,2014-01-30,51.0,33.0,42.0,1.083460982085005,17.0,32.0,23.0,0.0,,, ,0.0,0.0,29.13,29.88,14.9,18.0,15.7,2014,1,30,5,3,1,,
4,2014-01-30,65.0,31.0,48.0,3.68336600034657,36.0,43.0,17.0,0.0,,, ,0.0,0.0,29.3,30.06,5.7,18.0,6.9,2014,1,30,5,3,1,,
5,2014-01-30,44.944444444444436,23.38888888888889,34.44444444444444,1.834329528969415,3.0,28.96871174932241,30.555555555555557,0.0,,, ,0.03333333333333333,0.0011111111111111113,29.129444444444445,30.34,9.7,22.0,11.522222222222224,2014,1,30,5,3,1,,
6,2014-01-30,65.0,24.0,45.0,3.757197855803209,36.0,42.0,20.0,0.0,,, ,0.0,0.0,29.47,30.07,11.4,18.0,11.4,2014,1,30,5,3,1,,
7,2014-01-30,56.0,33.0,45.0,1.834329528969415,17.0,33.0,20.0,0.0,,, ,0.0,0.0,28.4,29.82,14.9,18.0,16.9,2014,1,30,5,3,1,,
8,2014-01-30,65.0,30.0,48.0,1.834329528969415,39.0,44.0,17.0,0.0,,, ,0.0,0.0,29.72,30.03166666666667,8.8,17.0,9.5,2014,1,30,5,3,1,,
9,2014-01-30,26.0,-2.0,12.0,1.834329528969415,6.0,8.436811487803304,53.0,0.0,,,SN,0.0,0.21,29.0,29.76,10.3,32.0,11.7,2014,1,30,5,3,1,,
10,2014-01-30,44.0,35.0,40.0,1.834329528969415,33.0,37.0,25.0,0.0,,,RA DZ BR,0.03333333333333333,0.05,30.2,30.22,14.1,1.0,14.6,2014,1,30,5,3,1,,
11,2014-01-30,42.0,32.0,37.0,4.374412017144672,31.0,35.0,28.0,0.0,,, ,0.0,0.0,30.21,30.24,7.5,1.0,7.9,2014,1,30,5,3,1,,
12,2014-01-30,43.0,34.0,39.0,1.834329528969415,33.0,36.0,26.0,0.0,,,RA BR,0.0,0.08,30.2,30.23,9.5,36.0,10.8,2014,1,30,5,3,1,,
13,2014-01-30,48.0,28.0,38.0,1.834329528969415,27.0,33.0,27.0,0.0,,,SN FZFG BR,0.03333333333333333,0.26,23.9,29.62,2.1,4.0,9.0,2014,1,30,5,3,1,,
14,2014-01-30,57.0,32.0,45.0,1.9965479947461344,19.0,34.0,20.0,0.0,,, ,0.0,0.0,28.39,29.82,15.5,17.0,17.4,2014,1,30,5,3,1,,
15,2014-01-30,28.0,-4.0,12.0,0.8257410721914757,1.0,11.0,53.0,0.0,,, ,0.0,0.0,29.9,30.3,1.9,18.0,3.5,2014,1,30,5,3,1,,
16,2014-01-30,29.0,11.0,20.0,1.834329528969415,3.0,17.0,45.0,0.0,,, ,0.03333333333333333,0.0,30.19,30.31,6.5,23.0,7.6,2014,1,30,5,3,1,,
17,2014-01-30,53.0,34.0,44.0,1.834329528969415,19.0,32.0,21.0,0.0,,, ,0.0,0.0,29.18,29.91,11.8,19.0,12.1,2014,1,30,5,3,1,,
18,2014-01-30,58.0,31.0,45.0,3.3302501375088136,28.0,38.0,20.0,0.0,,, ,0.0,0.0,29.39,29.97,16.0,18.0,16.4,2014,1,30,5,3,1,,
19,2014-01-30,31.0,21.0,26.0,-2.8124487241331613,15.0,22.0,39.0,0.0,,,SN FZFG BLSN,0.3,0.01,29.0,29.77,14.8,22.0,17.0,2014,1,30,5,3,1,,
20,2014-01-30,58.0,31.0,45.0,1.834329528969415,30.0,39.0,20.0,0.0,,, ,0.0,0.0,29.18,29.96,12.2,18.0,12.4,2014,1,30,5,3,1,,
1,2014-01-31,41.0,20.0,31.0,1.3757478522480564,15.0,26.0,34.0,0.0,,, ,0.0,0.0,29.93,30.1,6.5,23.0,7.0,2014,1,31,5,4,1,,
2,2014-01-31,35.0,17.0,26.0,0.4548151293964144,14.0,24.0,39.0,0.0,,, ,0.0,0.0,28.95,30.09,11.2,25.0,12.0,2014,1,31,5,4,1,,
